locid,llpn,lat,lon,alt,llsource,ll_fmt,ll_datum,ll_uncert,llref,lldate,lluid
4700,1,18.483333,-69.933333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4701,1,18.333333,-70.366667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4702,1,18.583333,70.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4703,1,18.583333,69.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4704,1,0.1,-76.866667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4705,1,-0.666667,-77.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4706,1,-0.75,-76.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4707,1,16.5,37.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4708,1,14.833333,38.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4709,1,13.75,41.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4710,1,15.25,37.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4711,1,15.333333,38.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4712,1,16,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4713,1,9,35.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4714,1,9,38.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4715,1,12,41.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4716,1,11.5,38.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4717,1,11,35.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4718,1,9.5,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4719,1,7.833333,34.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4720,1,9.25,42.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4721,1,8,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4722,1,7,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4723,1,14.166667,38.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4724,1,6.25,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4725,1,50.083333,14.466667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4726,1,49.166667,16.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4727,1,49.083333,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4728,1,49.416667,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4729,1,50.166667,12.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4730,1,50.416667,15.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4731,1,50.75,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4732,1,49.75,17.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4733,1,49.833333,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4734,1,49.833333,16.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4735,1,49.5,13.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4736,1,50.083333,14.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4737,1,50.5,13.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4738,1,49.166667,17.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4739,1,60.833333,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4740,1,62.5,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4741,1,62,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4742,1,48.5,7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4762,1,9.75,-13.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4763,1,10.25,-13.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4764,1,10,-9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4765,1,11.583333,-11.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4766,1,11.5,-12.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4767,1,11.416667,-12.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4768,1,7.833333,-8.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4769,1,10.5,-8.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4770,1,7.833333,-8.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4771,1,11.666667,-9.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4774,1,45.666667,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4775,1,45.166667,17.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4776,1,42.833333,17.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4777,1,45.25,13.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4778,1,45.333333,15.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4779,1,46.166667,16.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4780,1,46.083333,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4781,1,44.666667,15.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4782,1,46.416667,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4783,1,45.5,18.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4784,1,45.416667,17.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4785,1,45.003056,14.581944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4786,1,43.833333,15.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4787,1,45.416667,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4788,1,43.166667,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4789,1,46.25,16.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4790,1,45.75,17.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4791,1,45.166667,18.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4792,1,44.083333,15.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4793,1,45.75,16.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4794,1,45.833333,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4795,1,48.083333,19.816667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4796,1,46.333333,18.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4797,1,65,-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4798,1,64.166667,-21.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4799,1,65.5,-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4800,1,65.333333,-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4801,1,64,-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4802,1,63.916667,-22.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4803,1,65.666667,-22.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4804,1,64.75,-21.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4805,1,-6.75,107.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4806,1,1.25,124.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4807,1,-2.75,103.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4808,1,-6.5,106.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4809,1,0.666667,123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4810,1,-2.666667,106.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4811,1,-4.75,138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4812,1,0.5,101.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4813,1,-4.333333,120.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4814,1,-2.083333,132.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4815,1,0.616667,106.983333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4816,1,-2.5,119.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4817,1,25.75,85.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4818,1,23.5,78.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4819,1,27.25,80.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4820,1,23.75,85.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4821,1,30.25,79.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4822,1,35.5,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4823,1,38.5,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4824,1,34.333333,49.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4825,1,36.25,52.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4826,1,36.5,48.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4827,1,37.25,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4828,1,36,49.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4829,1,34.75,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4830,1,32.5,55.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4831,1,32.5,59.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4832,1,35.25,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4833,1,37.5,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4834,1,6,-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4835,1,8.5,-7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4836,1,5.5,-6.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4837,1,9.5,-7.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4838,1,7.333333,-7.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4839,1,6.25,-5.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4840,1,7,-6.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4841,1,6.833333,-5.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4842,1,5.416667,-4.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4843,1,7.166667,-5.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4844,1,6.416667,-7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4845,1,6.5,-3.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4846,1,7.25,-4.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4847,1,9.5,-5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4848,1,5.666667,-5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4849,1,5.5,-3.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4850,1,8.25,-4.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4851,1,8.5,-6.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4852,1,8.5,-3.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4853,1,32.333333,37.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4854,1,31.583333,36.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4855,1,31.833333,36.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4856,1,32.5,35.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4857,1,30.333333,36.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4858,1,32.333333,35.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4859,1,29.75,35.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4860,1,32.25,35.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4861,1,31.583333,35.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4862,1,42.9,74.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4863,1,42.416667,74.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4864,1,41.5,72.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4865,1,41.433333,75.966667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4866,1,42.333333,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4867,1,42,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4868,1,40,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4869,1,39.833333,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4870,1,41.903056,129.408333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4871,1,42.336111,130.366389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4872,1,35.25,128.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4873,1,35.566667,129.266667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4874,1,29,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4875,1,29.333333,47.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4876,1,20.916667,101.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4877,1,20.25,102.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4878,1,21.75,102.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4879,1,15.75,106.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4880,1,16.5,105.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4881,1,18.666667,102.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4882,1,20.5,100.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4883,1,18.083333,102.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4884,1,18.833333,103.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4885,1,33.416667,35.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4886,1,33.25,35.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4887,1,33.666667,35.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4888,1,34.333333,35.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4889,1,34.533333,36.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4890,1,34.208333,36.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4891,1,56.5,25.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4892,1,57.416667,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4893,1,57.083333,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4894,1,56.5,24.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4895,1,57.25,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4896,1,55.883333,26.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4897,1,55.916667,26.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4898,1,57.166667,26.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4899,1,56.333333,25.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4900,1,56.083333,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4901,1,56.833333,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4902,1,56.516667,21.016667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4903,1,56.5,21.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4904,1,57.583333,24.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4905,1,56.5,27.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4906,1,56.833333,26.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4907,1,56.75,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4908,1,56.333333,26.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4909,1,56.516667,27.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4910,1,56.5,27.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4911,1,57,24.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4912,1,57,24.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4913,1,56.666667,22.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4914,1,57.333333,22.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4915,1,56.916667,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4916,1,57.583333,25.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4917,1,57.75,25.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4918,1,57.416667,21.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4919,1,57.333333,21.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4920,1,54.166667,24.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4921,1,55.166667,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4922,1,55.666667,21.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4923,1,54.75,23.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4924,1,55.916667,24.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4925,1,56,23.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4926,1,55.333333,22.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4927,1,56.083333,22.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4928,1,55.5,25.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4929,1,54.833333,25.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4930,1,5.916667,-8.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4931,1,7.916667,-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4932,1,7.166667,-10.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4933,1,5.25,-7.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4934,1,48.5,19.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4935,1,48.333333,17.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4936,1,48.666667,21.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4937,1,48.166667,18.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4938,1,49.166667,21.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4939,1,48.833333,18.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4940,1,48.416667,17.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4941,1,49.166667,19.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4942,1,32.183333,20.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4943,1,32.766667,21.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4944,1,32.85,12.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4945,1,32.5,20.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4946,1,32.75,13.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4947,1,32.766667,22.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4948,1,32.766667,12.383333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4949,1,32.683333,12.866667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4950,1,31.766667,13.983333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4951,1,30.8,18.066667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4952,1,24.966667,10.183333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4953,1,31.95,12.016667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4954,1,29.033333,21.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4955,1,32.816667,13.016667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4956,1,31.433333,12.983333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4957,1,31.866667,10.983333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4958,1,31.666667,20.016667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4959,1,32.683333,13.183333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4960,1,32.783333,12.483333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4961,1,32.833333,21.866667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4962,1,32.766667,12.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4963,1,32.533333,20.566667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4964,1,32.933333,12.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4965,1,47,28.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4966,1,46.166667,28.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4967,1,47,28.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4968,1,47.366667,29.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4969,1,46.916667,29.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4970,1,47.783333,27.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4971,1,46.416667,28.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4972,1,46.833333,29.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4973,1,48.25,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4974,1,45.833333,28.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4975,1,46.25,28.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4976,1,47.25,28.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4977,1,46.916667,29.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4978,1,46.583333,28.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4979,1,47.166667,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4980,1,48.333333,27.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4981,1,48.083333,27.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4982,1,47.25,29.116667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4983,1,48.166667,27.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4984,1,47.583333,27.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4985,1,47.833333,28.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4986,1,47.75,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4987,1,46.833333,28.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4988,1,46.833333,28.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4989,1,46.5,28.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4990,1,47.083333,28.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4991,1,48.416667,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4992,1,47.416667,28.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4993,1,47.666667,28.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4994,1,47.916667,29.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4995,1,47.666667,28.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4996,1,47.833333,28.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4997,1,48.166667,28.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4998,1,46.5,29.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4999,1,47.166667,28.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5000,1,45.916667,28.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5001,1,47.583333,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5002,1,47.333333,27.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5003,1,47.916667,106.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5004,1,49.416667,106.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5005,1,46.5,108.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5006,1,49.083333,104.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5007,1,-15,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5008,1,-12.083333,34.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5009,1,-14.916667,35.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5010,1,-16,35.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5011,1,-15.666667,35.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5012,1,42.05,21.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5013,1,40.95,21.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5014,1,41.333333,20.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5015,1,41.65,22.816667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5016,1,40.933333,21.383333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5017,1,41.016667,21.316667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5018,1,41.816667,22.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5019,1,41.2,22.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5020,1,41.6,21.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5021,1,41.933333,20.866667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5022,1,41.466667,22.783333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5023,1,41.883333,21.033333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
