locid,llpn,lat,lon,alt,llsource,ll_fmt,ll_datum,ll_uncert,llref,lldate,lluid
4132,1,10.666667,-61.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4133,1,10.166667,-61.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4134,1,10.283333,-61.466667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4135,1,11.25,-60.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4136,1,10.25,-61.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4137,1,35.25,8.783333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4138,1,35.583333,9.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4139,1,36.666667,8.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4140,1,36.083333,8.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4141,1,35.333333,10.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4142,1,35.616667,10.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4143,1,36.666667,9.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4144,1,37.083333,9.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4145,1,36.666667,10.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4146,1,36,9.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4147,1,35.916667,10.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4149,1,36.633333,10.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4150,1,33.333333,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4151,1,33.833333,9.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4152,1,34.5,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4153,1,33.5,8.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4154,1,34.75,10.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4155,1,34.833333,9.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4156,1,32,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4157,1,34,8.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4158,1,36.766667,10.133333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4159,1,36.333333,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4242,1,49,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4243,1,51,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4244,1,48.25,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4245,1,48.5,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4246,1,48,37.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4247,1,48.5,24.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4248,1,49.5,36.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4249,1,46.5,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4250,1,49.5,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4251,1,48.5,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4252,1,45,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4253,1,50.433333,30.516667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4254,1,50.25,30.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4255,1,49,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4256,1,50,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4257,1,47.25,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4258,1,47,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4259,1,49.5,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4260,1,51,26.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4261,1,44.6,33.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4262,1,51,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4263,1,49.5,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4264,1,49,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4265,1,51,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4266,1,48.333333,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4267,1,47.5,35.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4268,1,50.5,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4269,1,23.666667,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4270,1,25.383333,55.516667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4271,1,25,55.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4272,1,25.133333,56.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4273,1,25.666667,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4274,1,25,55.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4275,1,25.5,55.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4368,1,-30.583333,-57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4369,1,-34.644444,-56.288611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4370,1,-32.333333,-54.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4371,1,-34.166667,-57.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4372,1,-33.083333,-56.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4373,1,-33.583333,-56.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4374,1,-33.833333,-55.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4375,1,-34,-55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4376,1,-34.666667,-54.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4377,1,-34.865278,-56.181944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4378,1,-32,-57.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4379,1,-32.75,-57.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4380,1,-31.5,-55.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4381,1,-34,-54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4382,1,-31.416667,-57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4383,1,-34.455,-56.616944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4384,1,-33.5,-57.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4385,1,-32.166667,-55.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4386,1,-33,-54.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4387,1,40.75,72.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4388,1,40,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4389,1,40.5,71.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4391,1,41.5,60.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4392,1,41,71.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4393,1,42,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4394,1,38.583333,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4395,1,43,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4396,1,39.583333,66.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4398,1,38,67.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4399,1,41.333333,69.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4400,1,41,69.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4401,1,-16.25,168.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4402,1,-15.25,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4403,1,-13.75,167.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4404,1,-17.75,168.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4405,1,-16.75,168.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4406,1,-16.333333,167.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4407,1,-16.5,168.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4408,1,-15.75,168.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4409,1,-15.333333,166.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4410,1,-17.166667,168.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4411,1,-19.5,169.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4412,1,3.5,-66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4413,1,9,-64.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4414,1,7.166667,-68.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4415,1,10,-67.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4416,1,8.166667,-69.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4417,1,6.333333,-63.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4418,1,10.166667,-68.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4419,1,9.333333,-68.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4420,1,8.5,-61.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4422,1,11,-69.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4423,1,8.666667,-66.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4424,1,10.166667,-69.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4425,1,8.5,-71.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4426,1,10.25,-66.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4427,1,9.333333,-63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4428,1,11,-64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4429,1,9.166667,-69.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4430,1,10.416667,-63.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4431,1,7.833333,-72.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4432,1,9.416667,-70.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4433,1,10.333333,-68.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4434,1,10,-72.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4435,1,12,-66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4436,1,22,105.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4437,1,10.166667,106.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4438,1,22.666667,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4439,1,21.333333,106.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4440,1,20.916667,106.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4441,1,20.833333,106.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4442,1,22,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4443,1,11.5,108.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4444,1,10.666667,106.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4445,1,15.666667,107.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4446,1,21.25,107.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4447,1,21.166667,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4448,1,11.333333,106.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4449,1,20,105.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4450,1,20.5,106.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4451,1,10.416667,106.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4452,1,21.75,106.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4453,1,11,107.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4454,1,21.116667,105.883333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4455,1,10.583333,107.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4456,1,14.166667,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4457,1,11.083333,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4458,1,9.833333,105.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4459,1,13.75,108.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4460,1,22.75,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4461,1,20.833333,105.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4462,1,18.333333,105.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4463,1,20.333333,105.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4464,1,12.333333,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4465,1,14.75,107.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4466,1,22.333333,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4467,1,20.333333,106.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4468,1,19.333333,104.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4469,1,20.25,105.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4470,1,11.75,108.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4471,1,13.166667,109.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4472,1,17.5,106.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4473,1,15,108.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4474,1,16.75,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4475,1,9.666667,105.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4476,1,16.333333,107.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4477,1,9.833333,106.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4478,1,22.116667,105.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4479,1,10.166667,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4480,1,21.5,104.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4481,1,21.333333,106.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4482,1,22.166667,105.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4483,1,9.25,105.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4484,1,21.083333,106.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4485,1,11.166667,106.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4486,1,11.75,106.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4487,1,9.083333,105.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4488,1,16.083333,108.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4500,1,13.833333,44.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4501,1,12.833333,44.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4502,1,17,51.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4503,1,16,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4507,1,15,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4509,1,15.483333,43.566667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4517,1,-13,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4518,1,-13,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4519,1,-15,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4520,1,-16.5,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4521,1,-14,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4522,1,-13,32.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4523,1,-11,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4524,1,-11,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4525,1,-15.416667,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4526,1,-19,32.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4527,1,-19,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4528,1,-17,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4529,1,-17.5,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4530,1,-17,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4531,1,-19,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4532,1,-21,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4533,1,-21,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4585,1,34.95,71.133333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4586,1,34.783333,70.183333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4587,1,33.666667,69.466667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4588,1,33.383333,69.883333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4589,1,35.3,70.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4594,1,40.65,20.066667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4595,1,41.666667,20.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4596,1,41.483333,19.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4597,1,41.116667,20.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4598,1,40.75,19.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4599,1,40.216667,20.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4600,1,40.583333,20.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4601,1,42.2,20.366667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4602,1,41.833333,19.866667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4603,1,42.183333,19.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4604,1,41.3,19.891667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4605,1,40.166667,19.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4606,1,42.5,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4607,1,42.5,1.566667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4609,1,-20,22.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4610,1,50.75,4.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4611,1,50.833333,4.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4612,1,50.916667,4.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4613,1,22.916667,91.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4614,1,22.5,90.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4615,1,24.5,91.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4616,1,44,17.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4617,1,44.933333,17.183333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4618,1,20.5,94.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4619,1,18.25,96.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4620,1,17,96.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4621,1,11.333333,2.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4622,1,10.75,1.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4623,1,6.666667,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4624,1,9.75,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4625,1,8,2.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4626,1,7.083333,1.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4627,1,9.166667,1.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4628,1,6.366667,2.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4629,1,6.583333,1.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4630,1,6.666667,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4631,1,7.166667,2.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4632,1,7.25,2.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4638,1,-8,-37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4639,1,-10.5,-48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4640,1,41.766667,23.516667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4641,1,42.6,27.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4642,1,43.683333,27.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4643,1,43,25.266667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4644,1,42.66,23.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4645,1,41.766667,25.933333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4646,1,41.583333,25.466667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4647,1,42.383333,22.966667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4648,1,43.066667,24.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4649,1,43.5,23.183333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4650,1,42.083333,24.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4651,1,42.633333,22.883333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4652,1,43.5,24.633333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4653,1,42.266667,24.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4654,1,43.633333,26.516667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4655,1,43.7,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4656,1,43.333333,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4657,1,43.933333,27.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4658,1,42.666667,26.283333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4659,1,41.616667,24.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4660,1,42.65,23.633333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4661,1,42.483333,25.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4662,1,43.266667,26.383333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4663,1,43.216667,27.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4664,1,43.233333,25.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4665,1,43.816667,22.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4666,1,43.416667,23.816667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4667,1,42.333333,26.633333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4668,1,-3.25,29.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4669,1,-3.5,29.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4670,1,65,-118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4671,1,70,-90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4672,1,-0.5,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4673,1,0,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4674,1,-2.916667,25.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4675,1,-1.666667,29.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4676,1,-3.416667,29.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4677,1,30.5,102.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4678,1,30.25,107.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4679,1,9,-74.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4680,1,5.5,-72.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4681,1,5.25,-75.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4682,1,10,-74.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4683,1,15,-24.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4684,1,14.95,-23.616667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4685,1,15.1,-23.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4686,1,15.1,-23.566667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4687,1,15.016667,-23.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4688,1,14.916667,-24.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4689,1,15.2,-23.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4690,1,15.25,-23.733333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4692,1,55.833333,12.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4693,1,56.166667,9.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4694,1,57,9.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4695,1,55.416667,11.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4696,1,55.333333,9.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4697,1,11.5,42.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4698,1,11.516667,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4699,1,11.5,42.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
