HH_Id,Assets_Info,Aminity_Elec,Aminity_PipeWater,Aminity_CookGas,Aminity_Internet,Aminity_Landline,Aminity_Mobile,Aminity_PrivToilet,Aminity_RoadAcc,Aminity_StrongWalls,Aminity_ConcRoof,Aminity_ConcFloor,Aminity_Fenced,Aminity_Ownership
1403,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1408,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1409,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1413,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1415,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6001,1,0,1,0,0,0,1,1,0,0,0,0,1,1
6002,1,0,1,0,0,0,1,1,0,0,0,0,1,1
6003,1,0,1,0,0,0,1,1,0,0,0,0,1,1
6004,1,0,1,0,0,0,1,1,1,0,0,0,1,1
6005,1,0,1,0,0,0,1,1,1,0,0,0,1,1
6006,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6007,1,0,0,0,0,0,1,1,0,0,0,0,1,1
6008,1,1,1,0,0,0,1,1,1,0,0,0,0,1
6011,1,1,1,0,0,0,1,1,1,0,0,0,1,1
6012,1,0,0,0,0,0,1,1,1,0,0,0,1,1
6013,1,0,0,0,0,0,1,1,0,0,0,0,1,1
6014,1,0,0,0,0,0,1,1,1,0,0,0,1,1
6015,1,1,1,0,0,0,1,1,1,0,0,0,1,1
6016,1,0,1,0,0,0,1,1,0,0,0,0,1,1
6017,1,0,1,0,0,0,1,1,1,0,0,0,1,1
6019,1,1,0,0,0,0,1,1,1,0,0,0,1,1
6020,1,0,0,0,0,0,1,1,1,0,0,0,0,1
6021,1,0,1,1,0,0,1,1,0,0,0,0,1,1
6022,1,0,1,1,0,0,1,1,0,0,0,0,1,1
6023,1,0,0,1,0,0,1,1,0,0,0,0,1,1
6024,1,0,1,1,0,0,1,1,0,0,0,0,1,1
6025,1,0,1,1,0,0,1,1,1,0,0,1,1,1
6026,1,0,1,1,0,0,1,1,1,0,0,1,1,1
6027,1,0,1,0,0,0,1,1,1,0,0,0,1,1
6028,1,0,1,0,0,0,0,1,0,0,0,0,0,1
6030,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6031,1,0,0,0,0,0,1,1,1,0,0,0,0,1
6032,1,0,0,0,0,0,1,1,0,0,0,0,0,1
6033,1,0,0,0,0,0,1,1,0,0,0,0,0,1
6034,1,0,0,0,0,0,1,1,0,0,0,0,0,1
6035,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6036,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6037,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6038,1,0,0,0,0,0,0,1,0,0,0,0,1,1
6039,1,0,0,0,0,0,0,1,0,0,0,0,1,1
329,1,0,0,0,0,0,1,1,1,0,0,0,0,1
330,1,0,0,0,0,0,0,1,0,0,0,0,0,1
331,1,0,0,0,0,0,1,1,1,0,0,0,0,1
332,1,0,0,0,0,0,1,1,1,0,0,0,0,1
333,1,0,0,0,0,0,0,1,1,1,0,0,0,1
334,1,0,0,0,0,0,0,0,0,0,0,0,0,1
335,1,0,0,0,0,0,0,0,0,0,0,0,0,1
336,1,0,0,0,0,0,1,1,0,0,1,0,0,1
337,1,0,0,0,0,0,1,1,1,0,0,0,0,1
338,1,0,0,0,0,0,0,0,0,0,0,0,0,1
339,1,0,0,0,0,0,1,1,1,1,0,0,0,1
340,1,0,0,0,0,0,1,1,0,0,0,0,0,1
341,1,0,0,0,0,0,1,1,1,0,0,0,0,1
342,1,0,0,0,0,0,0,0,0,0,0,0,0,1
343,1,0,0,0,0,0,0,0,1,1,0,0,0,1
344,1,0,0,0,0,0,0,1,1,0,0,0,0,1
345,1,0,0,0,0,0,1,1,1,0,0,0,0,1
346,1,0,0,0,0,0,1,1,1,0,0,0,0,1
398,1,0,0,0,0,0,0,0,0,0,0,0,0,1
399,1,0,0,0,0,0,0,0,0,0,0,0,1,1
400,1,0,0,0,0,0,0,0,0,0,0,0,0,1
495,1,0,0,0,0,0,0,1,0,0,0,0,0,1
496,1,0,1,0,0,0,0,0,0,0,0,0,0,1
498,1,0,0,0,0,0,1,1,1,0,0,0,0,1
499,1,0,0,0,0,1,1,1,1,0,0,0,0,1
500,1,0,0,0,0,0,0,1,1,0,0,0,0,1
501,1,0,1,0,0,0,1,0,0,0,0,0,0,1
502,1,0,1,0,0,0,1,1,1,0,0,0,1,1
504,1,0,0,0,0,0,0,0,0,0,0,0,0,1
505,1,0,0,0,0,0,1,1,1,0,0,0,0,1
507,1,0,0,0,0,0,0,0,1,0,0,0,0,1
508,1,0,0,0,0,0,0,0,0,1,0,0,0,1
510,1,0,0,0,0,0,1,1,0,0,0,0,1,1
511,1,0,1,0,0,0,0,0,0,0,0,0,0,1
512,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1132,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1133,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1134,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1135,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1137,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1138,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1139,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1141,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1179,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1181,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1182,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1189,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1191,1,1,0,0,0,0,1,1,0,0,0,0,0,1
1193,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1194,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1199,1,0,0,0,0,1,1,1,1,0,0,0,0,1
1200,1,1,0,1,0,0,1,1,1,1,0,1,0,1
1435,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1436,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1439,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1440,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1441,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1442,1,0,0,0,1,1,1,1,1,0,0,0,0,1
1443,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1468,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1472,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1473,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1475,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1477,1,0,0,0,0,1,1,1,1,0,0,0,0,1
1478,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1479,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1480,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1481,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1595,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1597,1,0,1,0,0,0,1,1,1,1,0,0,0,1
1598,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1599,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1600,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1694,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1695,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1697,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1698,1,0,1,0,0,0,0,1,1,0,0,0,1,1
1699,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1700,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1731,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1732,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1733,1,1,0,0,0,0,1,1,1,1,1,1,1,1
1734,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1735,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1739,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1740,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1752,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1754,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1756,1,0,1,1,0,0,0,1,1,0,0,0,0,1
1760,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1762,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1763,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1766,1,1,0,0,0,0,1,1,1,1,1,1,1,1
1767,1,1,0,0,0,1,1,1,1,1,1,1,0,1
1769,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1771,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1773,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1774,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,1,1,0,1,0,0,1,1,1,1,1,1,0,1
1779,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1780,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1784,1,1,0,0,0,0,1,1,1,0,1,1,0,1
1786,1,1,0,0,0,0,1,1,1,1,1,1,0,1
1787,1,1,0,0,0,0,1,1,1,1,1,1,0,1
1861,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1862,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1863,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1864,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1867,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1868,1,1,0,0,0,0,1,1,1,0,0,0,0,1
1869,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1870,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1873,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1874,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1876,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1877,1,1,0,0,0,0,1,1,1,0,0,0,0,1
1905,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1907,1,1,0,0,0,0,1,1,0,0,0,0,0,1
2040,1,0,0,0,0,0,1,1,0,0,0,0,0,1
2041,1,0,0,0,0,0,1,1,0,0,0,0,0,1
2042,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2043,1,0,0,0,0,0,1,0,0,0,0,0,1,1
2044,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2045,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2046,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2047,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2048,1,0,0,0,0,0,1,1,1,0,0,0,0,1
2049,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2050,1,0,0,0,0,0,1,1,1,0,0,0,0,1
5001,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5002,1,0,1,0,0,0,0,1,1,0,0,0,0,1
5003,1,1,0,0,0,0,1,1,1,0,0,0,0,1
5004,1,0,1,0,0,0,0,1,1,0,0,0,0,1
5005,1,0,0,0,0,0,0,1,0,0,0,0,1,1
5006,1,0,0,0,0,0,0,1,1,0,0,0,0,1
5007,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5008,1,0,0,0,0,0,1,1,0,0,0,0,0,1
5009,1,0,0,0,0,0,1,1,1,0,0,0,0,1
5010,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5011,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5012,1,0,0,0,0,0,1,1,0,0,0,0,0,1
5013,1,0,0,0,0,0,1,1,1,0,0,0,0,1
5014,1,0,1,0,0,0,0,1,1,0,0,0,0,1
5015,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5016,1,0,0,0,0,0,0,0,0,0,0,1,1,1
5017,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5018,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5019,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5020,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5021,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5022,1,0,0,0,0,0,1,1,1,0,0,0,0,1
5023,1,0,0,0,0,0,1,0,0,0,0,0,1,1
5024,1,0,0,0,0,0,1,1,1,0,0,0,0,1
5025,1,0,1,0,0,0,0,1,1,0,0,0,0,1
5026,1,0,1,0,0,0,0,1,1,0,0,0,0,1
5027,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5028,1,0,0,0,0,0,1,1,1,0,0,0,0,1
5029,1,0,1,0,0,0,0,1,0,0,0,0,1,1
5030,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5031,1,0,0,0,0,0,1,1,1,0,0,0,0,1
5032,1,0,0,0,1,1,1,1,1,0,0,0,0,1
5033,1,0,0,0,0,0,0,1,1,0,0,0,0,1
5034,1,0,1,0,0,0,0,1,0,0,0,0,0,1
5035,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5036,1,0,0,0,0,0,0,0,0,0,0,0,0,1
