HH_Id,HH_Member_Roster,HH_Member_Id,HH_Member_Name,HH_Mem_Gender,HH_Mem_Age,HHH_Reln,Marital_Status,Primary_Occpn,Primary_Occpn_Othr,Month_Worked,Working_Hrs_Week,Sec_Occpn,Sec_Occpn_Othr,Month_Worked,Working_Hrs_Week,Read_Write_Yn,Education,Education_Othr,Decision_Involvment
3038,2,2,Removed,1,30,0,1,1, ,12,30,2, ,3,10,1,5, ,3
3039,1,1,Removed,1,48,0,4,2, ,7,20,1, ,12,21,0,0, ,4
3040,3,1,Removed,2,45,1,1,2, ,6,24,3, ,12,20,1,5, ,3
3040,3,2,Removed,1,30,0,1,1, ,12,30,2, ,4,12,0,0, ,3
3040,3,3,Removed,2,16,3,2,10, ,,,3, ,12,20,1,6, ,1
3041,2,1,Removed,2,55,1,1,2, ,7,25,3, ,12,20,0,3, ,3
3041,2,2,Removed,1,40,0,1,1, ,12,28,2, ,4,12,0,0, ,3
3042,2,1,Removed,2,40,1,1,2, ,7,30,3, ,12,15,0,5, ,3
3042,2,2,Removed,1,30,0,1,1, ,12,28,2, ,4,16,0,0, ,3
3043,3,1,Removed,2,45,1,1,2, ,7,30,3, ,12,10,1,5, ,4
3043,3,2,Removed,1,38,0,1,1, ,12,28,2, ,7,15,0,0, ,3
3043,3,3,Removed,2,18,3,2,2, ,7,20,3, ,12,20,1,7, ,2
32,3,1,Removed,2,42,1,1,2, ,8,28,3, ,12,15,1,7, ,3
32,3,2,Removed,1,38,2,1,1, ,12,24,3, ,12,20,0,0, ,2
32,3,3,Removed,2,16,3,2,10, ,,,2, ,4,24,1,7, ,1
33,3,1,Removed,2,40,1,1,2, ,10,56,99, ,,,0,0, ,3
33,3,2,Removed,1,38,2,1,1, ,12,56,99, ,,,0,0, ,2
33,3,3,Removed,2,24,3,2,10, ,,,99, ,,,1,12, ,1
34,3,1,Removed,2,40,1,1,2, ,8,40,3, ,12,18,1,6, ,4
34,3,2,Removed,1,35,2,1,1, ,12,54,2, ,3,18,0,0, ,3
34,3,3,Removed,1,17,3,2,10, ,,,1, ,12,12,1,8, ,2
35,6,1,Removed,2,42,1,1,2, ,8,30,3, ,12,20,1,7, ,3
35,6,2,Removed,1,38,2,1,1, ,12,30,3, ,12,20,0,0, ,2
35,6,3,Removed,2,22,3,2,10, ,,,2, ,4,20,1,11, ,2
35,6,4,Removed,1,20,3,2,10, ,,,1, ,12,24,1,9, ,3
35,6,5,Removed,2,18,3,2,10, ,,,2, ,4,24,1,8, ,2
35,6,6,Removed,1,15,3,2,10, ,,,1, ,12,15,1,9, ,2
36,2,1,Removed,2,70,1,1,2, ,10,56,99, ,,,0,0, ,3
36,2,2,Removed,1,55,2,1,1, ,12,56,99, ,,,0,0, ,1
37,3,1,Removed,2,59,1,1,2, ,8,40,99, ,,,0,0, ,4
37,3,2,Removed,1,45,2,1,1, ,12,50,2, ,3,18,0,0, ,2
37,3,3,Removed,2,19,3,2,10, ,,,2, ,4,20,1,6, ,2
38,6,1,Removed,2,38,1,1,2, ,8,32,99, ,,,1,10, ,3
38,6,2,Removed,1,35,2,1,1, ,12,48,99, ,,,1,6, ,2
38,6,3,Removed,2,20,3,2,10, ,,,99, ,,,1,3, ,1
38,6,4,Removed,2,19,3,2,10, ,,,10, ,,,1,5, ,1
38,6,5,Removed,2,18,3,2,10, ,,,99, ,,,1,6, ,1
38,6,6,Removed,1,15,3,2,10, ,,,99, ,,,1,6, ,1
39,3,1,Removed,2,55,1,1,2, ,5,48,99, ,,,1,5, ,3
39,3,2,Removed,1,45,2,1,1, ,12,48,99, ,,,0,0, ,2
39,3,3,Removed,2,22,3,2,10, ,,,99, ,,,1,10, ,2
40,4,1,Removed,2,45,1,1,2, ,6,40,99, ,,,1,9, ,4
40,4,2,Removed,1,40,2,1,1, ,12,50,99, ,,,0,0, ,2
40,4,3,Removed,2,20,3,2,2, ,6,42,4, ,6,22,1,3, ,2
40,4,4,Removed,2,18,3,2,2, ,6,40,4, ,5,22,1,3, ,2
41,6,1,Removed,2,60,1,1,2, ,5,36,99, ,,,0,0, ,3
41,6,2,Removed,1,50,2,1,1, ,12,28,3, ,12,14,0,0, ,2
41,6,3,Removed,2,25,3,2,2, ,6,42,99, ,,,1,8, ,3
41,6,4,Removed,1,23,3,2,1, ,12,20,99, ,,,1,4, ,2
41,6,5,Removed,1,20,3,2,1, ,12,30,2, ,4,21,1,7, ,2
41,6,6,Removed,1,18,3,2,3, ,12,28,1, ,12,18,1,9, ,1
42,1,1,Removed,1,60,0,4,1, ,8,30,2, ,8,40,0,0, ,3
43,5,1,Removed,2,48,1,1,2, ,8,32,99, ,,,1,5, ,3
43,5,2,Removed,1,38,2,1,1, ,12,48,99, ,,,0,0, ,2
43,5,3,Removed,2,23,3,1,10, ,,,99, ,,,1,5, ,1
43,5,4,Removed,1,19,3,2,10, ,,,99, ,,,1,8, ,1
43,5,5,Removed,1,17,3,2,10, ,,,99, ,,,1,8, ,1
44,4,1,Removed,1,35,0,4,2, ,5,34,1, ,12,28,0,0, ,3
44,4,2,Removed,2,20,3,2,2, ,6,42,99, ,,,1,6, ,3
44,4,3,Removed,2,17,3,2,2, ,5,36,3, ,12,21,1,4, ,2
44,4,4,Removed,1,16,3,2,1, ,12,28,99, ,,,1,5, ,2
45,2,1,Removed,2,40,1,1,2, ,5,48,3, ,12,21,0,0, ,3
45,2,2,Removed,1,30,2,1,1, ,12,40,99, ,,,0,0, ,2
46,2,1,Removed,2,60,1,3,2, ,8,5,3, ,12,4,1,3, ,4
46,2,2,Removed,1,20,3,2,1, ,12,5,3, ,12,5,1,4, ,1
47,3,1,Removed,2,35,1,1,2, ,8,32,99, ,,,1,6, ,3
47,3,2,Removed,1,30,2,1,1, ,12,48,99, ,,,0,0, ,2
47,3,3,Removed,2,15,3,2,10, ,,,99, ,,,1,6, ,1
48,3,1,Removed,1,48,0,4,2, ,5,30,1, ,12,28,0,0, ,3
48,3,2,Removed,2,25,3,1,2, ,6,42,3, ,12,21,1,6, ,3
48,3,3,Removed,1,20,13,1,1, ,12,35,99, ,,,1,10, ,2
49,5,1,Removed,2,52,1,1,2, ,8,32,99, ,,,1,7, ,3
49,5,2,Removed,1,48,2,1,1, ,12,48,99, ,,,1,2, ,2
49,5,3,Removed,2,22,3,2,10, ,,,99, ,,,1,9, ,1
49,5,4,Removed,2,19,3,2,10, ,,,99, ,,,1,8, ,1
49,5,5,Removed,2,16,3,2,10, ,,,99, ,,,1,7, ,1
68,3,1,Removed,2,35,1,1,2, ,5,48,99, ,,,0,0, ,3
68,3,2,Removed,1,30,2,1,1, ,12,56,99, ,,,0,0, ,2
68,3,3,Removed,1,15,3,2,10, ,,,99, ,,,1,8, ,1
69,3,1,Removed,2,45,1,1,2, ,8,32,99, ,,,0,0, ,3
69,3,2,Removed,1,35,2,1,1, ,12,48,99, ,,,0,0, ,2
69,3,3,Removed,2,22,3,2,10, ,,,10, ,,,1,3, ,2
70,3,1,Removed,2,65,1,1,2, ,5,50,99, ,,,0,0, ,2
70,3,2,Removed,1,40,2,1,1, ,10,60,99, ,,,0,0, ,1
70,3,3,Removed,2,17,3,2,10, ,,,99, ,,,1,8, ,1
75,2,1,Removed,2,35,1,1,2, ,6,40,99, ,,,1,9, ,3
75,2,2,Removed,1,28,2,1,1, ,12,45,2, ,3,16,1,7, ,3
76,2,1,Removed,2,24,1,1,2, ,8,32,99, ,,,1,8, ,3
76,2,2,Removed,1,22,0,1,1, ,12,48,99, ,,,0,0, ,2
77,4,1,Removed,2,37,1,1,2, ,7,36,99, ,,,0,0, ,3
77,4,2,Removed,1,36,2,1,1, ,12,42,2, ,5,24,0,0, ,3
77,4,3,Removed,2,22,3,2,2, ,7,49,99, ,,,1,6, ,3
77,4,4,Removed,1,17,3,2,1, ,12,35,2, ,3,20,1,4, ,3
78,3,1,Removed,2,36,1,1,2, ,5,48,99, ,,,1,2, ,3
78,3,2,Removed,1,30,2,1,1, ,12,48,99, ,,,0,0, ,2
78,3,3,Removed,1,15,3,2,10, ,,,99, ,,,1,7, ,1
79,3,1,Removed,2,36,1,1,2, ,6,49,99, ,,,1,5, ,3
79,3,2,Removed,1,29,2,1,1, ,12,35,99, ,,,0,0, ,2
79,3,3,Removed,1,15,3,2,1, ,12,28,3, ,12,14,1,8, ,2
80,4,1,Removed,2,40,1,1,2, ,6,60,99, ,,,1,6, ,2
80,4,2,Removed,1,40,2,1,1, ,10,60,99, ,,,0,0, ,2
80,4,3,Removed,2,18,3,2,10, ,,,99, ,,,1,8, ,2
80,4,4,Removed,1,16,3,2,10, ,,,99, ,,,1,4, ,1
81,4,1,Removed,1,33,0,4,2, ,5,48,1, ,12,21,0,0, ,3
81,4,2,Removed,2,23,3,2,11, ,,,99, ,,,1,98, ,2
81,4,3,Removed,2,18,3,2,6, ,5,48,99, ,,,1,4, ,2
81,4,4,Removed,2,16,3,2,10, ,,,99, ,,,1,3, ,2
82,2,1,Removed,1,70,0,4,13, ,,,99, ,,,0,0, ,2
82,2,2,Removed,1,16,3,2,10, ,,,99, ,,,1,5, ,1
83,3,1,Removed,2,45,1,1,2, ,8,32,99, ,,,0,0, ,3
83,3,2,Removed,1,39,2,1,1, ,12,48,99, ,,,0,0, ,2
83,3,3,Removed,2,18,3,2,10, ,,,99, ,,,1,5, ,1
84,3,1,Removed,2,40,1,1,2, ,5,60,99, ,,,0,0, ,1
84,3,2,Removed,1,35,2,1,1, ,12,50,99, ,,,0,0, ,1
84,3,3,Removed,2,15,3,2,10, ,,,99, ,,,1,8, ,1
85,2,1,Removed,2,40,1,1,2, ,6,70,99, ,,,1,7, ,3
85,2,2,Removed,1,35,2,1,1, ,12,60,99, ,,,0,0, ,2
86,2,1,Removed,2,42,1,1,2, ,8,32,99, ,,,0,0, ,3
86,2,2,Removed,1,25,2,1,1, ,12,48,99, ,,,0,0, ,2
87,4,1,Removed,2,45,1,1,2, ,8,32,99, ,,,1,7, ,3
87,4,2,Removed,1,33,2,1,1, ,12,48,99, ,,,1,4, ,2
87,4,3,Removed,2,18,3,2,2, ,6,24,99, ,,,0,0, ,1
87,4,4,Removed,2,17,3,2,10, ,,,99, ,,,1,9, ,1
88,3,1,Removed,2,65,1,1,2, ,8,40,99, ,,,0,0, ,3
88,3,2,Removed,1,49,2,1,1, ,12,48,99, ,,,0,0, ,2
88,3,3,Removed,2,18,3,2,10, ,,,99, ,,,1,11, ,1
90,6,1,Removed,2,50,1,1,2, ,5,56,3, ,12,21,1,2, ,3
90,6,2,Removed,1,50,2,1,1, ,12,42,99, ,,,0,0, ,2
90,6,3,Removed,1,20,3,2,10, ,,,99, ,,,1,10, ,1
90,6,4,Removed,2,18,3,2,10, ,,,1, ,12,28,1,4, ,2
90,6,5,Removed,1,16,3,2,10, ,,,99, ,,,1,10, ,1
90,6,6,Removed,1,15,3,2,10, ,,,99, ,,,1,7, ,1
95,5,1,Removed,2,55,1,1,2, ,5,48,99, ,,,1,2, ,3
95,5,2,Removed,1,50,2,1,1, ,12,56,99, ,,,0,0, ,2
95,5,3,Removed,1,20,3,2,10, ,,,10, ,,,1,7, ,1
95,5,4,Removed,2,18,3,2,1, ,12,48,10, ,,,1,5, ,2
95,5,5,Removed,1,16,3,2,10, ,,,99, ,,,1,6, ,1
97,2,1,Removed,2,63,1,1,2, ,8,48,99, ,,,0,0, ,3
97,2,2,Removed,1,40,2,1,1, ,12,32,99, ,,,0,0, ,2
104,1,1,Removed,1,37,0,4,2, ,8,32,1, ,12,40,1,4, ,3
105,4,1,Removed,1,70,1,1,2, ,6,40,99, ,,,1,6, ,4
105,4,2,Removed,1,40,2,1,1, ,12,54,2, ,3,18,0,0, ,2
105,4,3,Removed,2,18,3,2,10, ,,,2, ,3,20,1,11, ,1
105,4,4,Removed,2,15,3,2,10, ,,,3, ,12,20,1,7, ,1
106,5,1,Removed,2,45,1,1,2, ,8,32,99, ,,,0,0, ,3
106,5,2,Removed,1,35,2,1,1, ,12,48,1, ,12,48,0,0, ,2
106,5,3,Removed,2,19,3,2,10, ,,,99, ,,,1,10, ,1
106,5,4,Removed,1,17,3,2,10, ,,,99, ,,,1,9, ,1
106,5,5,Removed,1,16,3,2,10, ,,,99, ,,,1,7, ,1
107,4,1,Removed,2,40,1,1,2, ,8,32,99, ,,,0,0, ,3
107,4,2,Removed,1,32,2,1,1, ,12,48,99, ,,,0,0, ,2
107,4,3,Removed,2,18,3,2,10, ,,,99, ,,,1,7, ,1
107,4,4,Removed,2,15,3,2,10, ,,,99, ,,,1,6, ,2
108,3,1,Removed,2,74,1,1,2, ,5,35,3, ,12,21,1,7, ,3
108,3,2,Removed,1,70,2,1,1, ,12,35,99, ,,,0,0, ,2
108,3,3,Removed,1,28,3,3,1, ,12,56,99, ,,,1,4, ,2
109,3,1,Removed,2,45,1,1,2, ,8,48,99, ,,,0,0, ,3
109,3,2,Removed,1,35,2,1,1, ,12,48,99, ,,,0,0, ,2
109,3,3,Removed,2,16,3,2,10, ,,,99, ,,,1,6, ,1
110,7,1,Removed,2,53,1,1,2, ,10,32,99, ,,,1,5, ,3
110,7,2,Removed,1,45,2,1,1, ,12,48,99, ,,,1,2, ,2
110,7,3,Removed,2,35,3,2,10, ,,,99, ,,,1,13, ,1
110,7,4,Removed,2,25,3,2,10, ,,,99, ,,,1,11, ,1
110,7,5,Removed,1,17,3,2,10, ,,,99, ,,,1,8, ,1
110,7,6,Removed,2,15,3,2,10, ,,,99, ,,,1,7, ,1
110,7,7,Removed,1,30,3,2,10, ,,,99, ,,,1,12, ,1
111,4,1,Removed,2,70,1,1,2, ,5,48,3, ,12,21,0,0, ,3
111,4,2,Removed,1,68,2,1,1, ,12,56,99, ,,,0,0, ,2
111,4,3,Removed,2,20,3,2,1, ,12,48,99, ,,,0,0, ,2
111,4,4,Removed,2,19,3,2,1, ,12,48,99, ,,,0,0, ,2
112,3,1,Removed,2,60,1,1,2, ,8,32,8, ,12,48,1,6, ,3
112,3,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,2
112,3,3,Removed,2,16,3,2,10, ,,,99, ,,,1,8, ,1
113,5,1,Removed,2,70,1,1,2, ,5,35,3, ,12,21,0,0, ,3
113,5,2,Removed,1,60,2,1,1, ,12,48,99, ,,,0,0, ,2
113,5,3,Removed,2,30,3,2,10, ,,,99, ,,,1,10, ,2
113,5,4,Removed,2,23,3,2,10, ,,,99, ,,,1,10, ,1
113,5,5,Removed,1,18,3,2,10, ,,,99, ,,,1,8, ,1
127,5,1,Removed,2,48,1,1,2, ,8,24,3, ,12,24,1,7, ,3
127,5,2,Removed,2,45,2,1,1, ,12,20,2, ,4,21,1,6, ,2
127,5,3,Removed,2,22,3,2,10, ,,,2, ,4,24,1,5, ,1
127,5,4,Removed,2,20,3,2,10, ,,,3, ,12,10,1,11, ,1
127,5,5,Removed,2,15,3,2,10, ,,,99, ,,,1,6, ,1
128,5,1,Removed,2,38,1,1,2, ,8,32,3, ,12,24,1,2, ,3
128,5,2,Removed,1,35,2,1,1, ,12,20,3, ,12,22,1,5, ,2
128,5,3,Removed,2,21,3,2,10, ,,,2, ,5,24,1,7, ,2
128,5,4,Removed,2,20,3,2,10, ,,,2, ,6,28,1,7, ,2
128,5,5,Removed,1,15,3,2,10, ,,,1, ,12,20,1,7, ,1
130,2,1,Removed,2,42,1,1,2, ,12,65,99, ,,,1,6, ,3
130,2,2,Removed,1,39,2,1,1, ,10,60,99, ,,,0,0, ,2
131,5,1,Removed,2,52,1,1,2, ,8,28,3, ,12,20,1,2, ,3
131,5,2,Removed,1,40,2,1,1, ,12,21,3, ,12,15,0,0, ,2
131,5,3,Removed,1,20,3,2,10, ,,,1, ,12,24,1,7, ,1
131,5,4,Removed,2,18,3,2,10, ,,,2, ,5,18,1,7, ,2
131,5,5,Removed,1,16,3,2,10, ,,,3, ,12,18,1,6, ,1
132,6,1,Removed,2,44,1,1,2, ,8,50,3, ,12,20,1,8, ,4
132,6,2,Removed,1,39,2,1,1, ,12,54,2, ,4,18,1,5, ,3
132,6,3,Removed,2,23,3,2,10, ,,,2, ,4,18,1,10, ,2
132,6,4,Removed,1,20,3,2,10, ,,,1, ,3,20,1,12, ,1
132,6,5,Removed,1,18,3,2,10, ,,,1, ,3,18,1,10, ,1
132,6,6,Removed,1,16,3,2,10, ,,,2, ,4,22,1,7, ,1
133,2,1,Removed,1,35,1,1,2, ,5,35,1, ,12,24,0,0, ,1
133,2,2,Removed,2,16,3,2,5, ,6,48,3, ,12,21,1,8, ,2
134,4,1,Removed,2,45,1,1,2, ,5,48,3, ,12,28,1,5, ,3
134,4,2,Removed,1,35,2,1,1, ,12,48,99, ,,,0,0, ,2
134,4,3,Removed,2,17,3,2,10, ,,,99, ,,,1,9, ,1
134,4,4,Removed,1,15,3,2,10, ,,,99, ,,,1,8, ,1
135,2,1,Removed,2,37,1,1,2, ,8,48,4, ,4,20,1,6, ,4
135,2,2,Removed,1,28,2,1,1, ,12,54,2, ,4,20,1,5, ,3
136,2,1,Removed,2,42,1,1,2, ,7,38,99, ,,,1,6, ,3
136,2,2,Removed,1,38,2,1,1, ,12,35,2, ,4,21,0,0, ,2
137,2,1,Removed,2,32,1,1,2, ,10,60,99, ,,,1,8, ,3
137,2,2,Removed,1,28,2,1,1, ,12,60,99, ,,,1,8, ,1
138,2,1,Removed,2,40,1,1,2, ,8,32,99, ,,,1,10, ,3
138,2,2,Removed,1,35,2,1,1, ,12,48,99, ,,,1,8, ,2
139,3,1,Removed,2,45,1,1,2, ,5,36,99, ,,,1,6, ,3
139,3,2,Removed,1,38,2,1,1, ,12,42,2, ,2,15,0,0, ,2
139,3,3,Removed,2,16,3,2,2, ,6,28,3, ,12,21,1,5, ,2
140,2,1,Removed,2,28,1,1,2, ,5,42,3, ,12,21,1,10, ,3
140,2,2,Removed,1,25,2,1,1, ,12,35,2, ,4,20,0,0, ,2
141,2,1,Removed,2,28,1,1,2, ,8,32,99, ,,,1,8, ,3
141,2,2,Removed,1,22,2,1,1, ,12,48,99, ,,,1,7, ,2
143,3,1,Removed,1,36,0,4,1, ,12,42,2, ,12,18,0,0, ,3
143,3,2,Removed,1,17,3,2,10, ,,,99, ,,,1,10, ,2
143,3,3,Removed,2,15,3,2,10, ,,,99, ,,,1,9, ,1
144,2,1,Removed,2,30,1,1,2, ,12,60,99, ,,,1,5, ,3
144,2,2,Removed,1,27,2,1,1, ,12,60,99, ,,,0,2, ,1
211,4,1,Removed,2,48,1,1,2, ,6,40,6, ,4,24,1,7, ,4
211,4,2,Removed,1,38,2,1,1, ,12,50,2, ,3,16,1,5, ,3
211,4,3,Removed,2,22,3,2,10, ,,,2, ,3,18,1,10, ,1
211,4,4,Removed,2,18,3,2,10, ,,,2, ,3,18,1,6, ,1
212,2,1,Removed,2,43,1,1,2, ,8,48,3, ,12,22,1,4, ,4
212,2,2,Removed,1,35,2,1,1, ,12,52,2, ,4,22,1,2, ,3
215,3,1,Removed,2,38,1,1,2, ,8,30,3, ,12,24,1,6, ,3
215,3,2,Removed,1,34,3,1,1, ,12,30,3, ,12,24,0,0, ,2
215,3,3,Removed,1,19,3,2,10, ,,,1, ,12,30,1,6, ,2
216,4,1,Removed,2,65,1,1,2, ,8,48,4, ,6,28,1,4, ,4
216,4,2,Removed,1,40,2,1,1, ,12,60,2, ,3,16,0,0, ,2
216,4,3,Removed,1,18,3,2,10, ,,,1, ,4,20,1,10, ,1
216,4,4,Removed,2,16,3,2,10, ,,,2, ,4,24,1,6, ,1
217,2,1,Removed,2,50,1,1,2, ,10,48,99, ,,,0,0, ,4
217,2,2,Removed,1,45,2,1,1, ,12,56,99, ,,,0,0, ,1
218,3,1,Removed,2,60,1,1,2, ,10,56,99, ,,,1,4, ,4
218,3,2,Removed,1,45,2,1,1, ,12,46,99, ,,,0,0, ,1
218,3,3,Removed,1,15,3,2,10, ,,,99, ,,,1,8, ,1
220,5,1,Removed,2,42,1,1,2, ,6,48,4, ,6,30,1,7, ,4
220,5,2,Removed,1,37,2,1,1, ,12,54,2, ,3,16,0,0, ,2
220,5,3,Removed,2,22,3,2,10, ,,,2, ,3,16,1,12, ,2
220,5,4,Removed,1,18,3,2,10, ,,,1, ,12,16,1,7, ,1
220,5,5,Removed,1,16,3,2,10, ,,,3, ,12,16,1,5, ,1
222,3,1,Removed,2,45,1,1,2, ,10,46,99, ,,,1,4, ,4
222,3,2,Removed,1,36,2,1,1, ,12,46,99, ,,,0,0, ,1
222,3,3,Removed,1,16,3,2,10, ,,,99, ,,,1,3, ,1
223,4,1,Removed,2,45,1,1,2, ,10,56,99, ,,,1,4, ,3
223,4,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,1
223,4,3,Removed,1,20,3,2,10, ,,,99, ,,,1,12, ,1
223,4,4,Removed,2,15,3,2,10, ,,,99, ,,,1,6, ,1
224,2,1,Removed,1,50,0,4,1, ,12,32,2, ,8,46,0,0, ,3
224,2,2,Removed,1,22,3,2,10, ,,,99, ,,,1,4, ,1
225,2,1,Removed,1,60,0,4,2, ,4,30,3, ,12,20,0,0, ,3
225,2,2,Removed,2,20,3,1,10, ,,,2, ,4,30,1,10, ,2
227,6,1,Removed,2,46,1,1,2, ,8,38,3, ,12,28,1,10, ,3
227,6,2,Removed,1,38,2,1,1, ,12,38,3, ,12,24,1,1, ,2
227,6,3,Removed,2,20,3,2,10, ,,,2, ,4,30,1,12, ,2
227,6,4,Removed,1,19,3,2,10, ,,,1, ,12,24,1,11, ,1
227,6,5,Removed,2,17,3,2,10, ,,,2, ,12,24,1,9, ,1
227,6,6,Removed,2,16,3,2,10, ,,,2, ,4,24,1,10, ,1
228,4,1,Removed,2,38,1,1,2, ,8,38,3, ,12,28,1,5, ,3
228,4,2,Removed,1,35,2,1,1, ,12,30,3, ,12,20,0,0, ,2
228,4,3,Removed,2,18,3,2,10, ,,,2, ,4,21,1,9, ,2
228,4,4,Removed,2,15,3,2,10, ,,,2, ,5,24,1,8, ,2
421,3,1,Removed,2,80,1,1,2, ,6,50,3, ,5,20,0,0, ,3
421,3,2,Removed,1,65,2,1,1, ,12,60,99, ,,,0,0, ,2
421,3,3,Removed,2,26,3,2,2, ,6,60,1, ,6,30,1,5, ,2
422,4,1,Removed,2,55,1,1,2, ,6,24,99, ,,,0,0, ,2
422,4,2,Removed,1,45,2,1,1, ,12,48,99, ,,,0,0, ,2
422,4,3,Removed,2,15,3,2,10, ,,,99, ,,,1,7, ,1
422,4,4,Removed,1,15,3,2,10, ,,,99, ,,,1,5, ,1
423,2,1,Removed,2,50,1,1,2, ,12,56,3, ,12,30,1,11, ,3
423,2,2,Removed,1,46,2,1,1, ,12,80,2, ,12,20,0,0, ,2
424,4,1,Removed,2,42,1,1,2, ,6,30,99, ,,,1,3, ,3
424,4,2,Removed,1,35,2,1,1, ,12,42,99, ,,,0,3, ,2
424,4,3,Removed,2,18,3,2,2, ,5,28,99, ,,,1,7, ,2
424,4,4,Removed,2,16,3,2,10, ,,,99, ,,,1,6, ,1
425,3,1,Removed,2,45,1,1,2, ,5,48,99, ,,,1,6, ,3
425,3,2,Removed,1,40,2,1,1, ,12,56,99, ,,,0,0, ,2
425,3,3,Removed,2,15,3,2,10, ,,,12, ,,,1,6, ,2
426,2,1,Removed,2,63,1,1,2, ,5,60,99, ,,,1,12, ,3
426,2,2,Removed,1,45,0,1,1, ,12,60,99, ,,,1,7, ,2
427,4,1,Removed,2,90,1,1,2, ,5,20,99, ,,,0,0, ,2
427,4,2,Removed,1,40,0,1,1, ,12,48,99, ,,,0,0, ,2
427,4,3,Removed,2,20,3,2,10, ,,,99, ,,,1,9, ,1
427,4,4,Removed,2,18,3,2,10, ,,,99, ,,,1,5, ,1
428,4,1,Removed,1,48,0,4,2, ,6,40,1, ,6,30,1,1, ,3
428,4,2,Removed,2,19,3,2,2, ,8,60,3, ,4,20,1,3, ,2
428,4,3,Removed,1,19,3,2,1, ,12,40,2, ,2,20,1,8, ,2
428,4,4,Removed,2,16,3,2,1, ,12,40,2, ,4,30,1,5, ,1
429,2,1,Removed,2,60,1,1,2, ,8,45,3, ,12,20,1,3, ,3
429,2,2,Removed,1,40,2,1,1, ,12,50,2, ,4,20,0,0, ,2
430,2,1,Removed,2,30,1,1,2, ,8,30,3, ,12,21,1,4, ,3
430,2,2,Removed,1,26,2,1,1, ,12,28,3, ,12,20,1,8, ,2
431,7,1,Removed,2,44,1,1,2, ,5,42,99, ,,,1,9, ,3
431,7,2,Removed,1,38,2,1,1, ,12,49,99, ,,,0,0, ,2
431,7,3,Removed,2,22,3,2,2, ,4,35,2, ,5,28,1,10, ,3
431,7,4,Removed,2,20,3,2,2, ,5,30,99, ,,,1,8, ,3
431,7,5,Removed,2,17,3,2,2, ,4,21,99, ,,,1,9, ,2
431,7,6,Removed,1,15,3,2,1, ,12,28,99, ,,,1,5, ,1
431,7,7,Removed,1,15,3,2,1, ,12,21,99, ,,,1,5, ,1
432,4,1,Removed,2,45,1,1,2, ,6,24,99, ,,,1,10, ,3
432,4,2,Removed,1,39,0,1,1, ,12,48,99, ,,,0,0, ,2
432,4,3,Removed,2,15,3,2,10, ,,,99, ,,,1,6, ,1
432,4,4,Removed,2,15,15,2,2, ,8,30,99, ,,,0,0, ,1
433,2,1,Removed,2,63,1,3,2, ,5,42,2, ,6,168,1,3, ,3
433,2,2,Removed,2,17,3,2,10, ,,,10, ,,,1,10, ,2
434,5,1,Removed,2,70,1,1,2, ,6,50,3, ,12,15,1,8, ,3
434,5,2,Removed,1,60,2,1,1, ,12,45,2, ,4,15,0,0, ,2
434,5,3,Removed,2,22,3,2,4, ,8,60,2, ,4,20,1,7, ,1
434,5,4,Removed,2,22,3,2,8, ,10,60,2, ,4,20,1,8, ,2
434,5,5,Removed,1,18,3,2,10, ,,,1, ,12,20,1,7, ,1
435,3,1,Removed,1,35,0,4,2, ,4,30,3, ,12,21,0,0, ,4
435,3,2,Removed,1,17,3,2,2, ,4,20,99, ,,,1,5, ,2
435,3,3,Removed,2,15,3,2,10, ,,,2, ,4,20,1,6, ,2
436,4,1,Removed,2,50,1,1,2, ,8,32,99, ,,,1,8, ,3
436,4,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,2
436,4,3,Removed,1,25,3,2,10, ,,,99, ,,,1,10, ,1
436,4,4,Removed,2,22,3,2,10, ,,,10, ,,,1,10, ,1
454,5,1,Removed,2,50,1,1,2, ,8,32,99, ,,,1,10, ,3
454,5,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,2
454,5,3,Removed,2,19,3,2,10, ,,,99, ,,,1,9, ,1
454,5,4,Removed,2,16,3,2,10, ,,,99, ,,,1,6, ,1
454,5,5,Removed,2,15,3,2,10, ,,,99, ,,,1,2, ,1
455,4,1,Removed,2,60,1,1,2, ,8,32,99, ,,,0,0, ,3
455,4,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,2
455,4,3,Removed,2,20,3,2,10, ,,,99, ,,,1,12, ,1
455,4,4,Removed,2,18,3,2,10, ,,,99, ,,,1,5, ,1
456,4,1,Removed,2,40,1,1,2, ,5,48,99, ,,,1,5, ,3
456,4,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,2
456,4,3,Removed,2,22,3,2,10, ,,,99, ,,,1,8, ,2
456,4,4,Removed,2,18,3,2,10, ,,,10, ,,,1,5, ,1
457,5,1,Removed,2,50,1,1,2, ,8,32,99, ,,,1,11, ,3
457,5,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,2
457,5,3,Removed,2,25,3,2,10, ,,,99, ,,,1,14, ,1
457,5,4,Removed,1,20,3,2,10, ,,,99, ,,,1,14, ,1
457,5,5,Removed,1,18,3,2,10, ,,,99, ,,,1,13, ,1
