HH_Id,HH_Member_Roster,HH_Member_Id,HH_Member_Name,HH_Mem_Gender,HH_Mem_Age,HHH_Reln,Marital_Status,Primary_Occpn,Primary_Occpn_Othr,Month_Worked,Working_Hrs_Week,Sec_Occpn,Sec_Occpn_Othr,Month_Worked,Working_Hrs_Week,Read_Write_Yn,Education,Education_Othr,Decision_Involvment
1352,3,2,Removed,1,30,2,1,1, ,12,56,2, ,4,20,1,8, ,2
1352,3,3,Removed,2,16,3,2,10, ,,,2, ,3,35,1,10, ,1
1354,3,1,Removed,2,41,1,1,2, ,10,48,99, ,,,1,8, ,3
1354,3,2,Removed,1,39,2,1,1, ,12,36,2, ,5,24,1,6, ,2
1354,3,3,Removed,2,19,3,2,2, ,10,48,99, ,,,1,10, ,2
1356,2,1,Removed,2,36,1,1,2, ,10,48,99, ,,,0,0, ,3
1356,2,2,Removed,1,28,2,1,1, ,12,30,2, ,4,30,0,0, ,2
1357,3,1,Removed,2,60,1,1,2, ,12,50,99, ,,,0,0, ,3
1357,3,2,Removed,1,40,2,1,1, ,12,70,2, ,6,25,0,0, ,2
1357,3,3,Removed,1,18,3,2,10, ,,,1, ,6,20,1,10, ,1
1358,2,1,Removed,2,35,1,1,2, ,10,56,99, ,,,1,4, ,3
1358,2,2,Removed,1,28,2,1,1, ,12,56,2, ,3,24,1,3, ,2
1359,4,1,Removed,2,49,1,1,2, ,10,60,99, ,,,1,11, ,3
1359,4,2,Removed,1,42,2,1,1, ,12,54,4, ,12,35,1,10, ,2
1359,4,3,Removed,1,22,3,2,11, ,,,1, ,12,35,1,13, ,1
1359,4,4,Removed,2,15,3,2,10, ,,,2, ,10,20,1,9, ,2
1379,4,1,Removed,2,46,1,1,2, ,12,56,99, ,,,0,0, ,3
1379,4,2,Removed,1,36,0,1,1, ,12,56,2, ,4,35,0,0, ,2
1379,4,3,Removed,1,17,3,2,10, ,,,1, ,2,28,1,10, ,1
1379,4,4,Removed,2,15,3,2,10, ,,,2, ,3,35,1,7, ,1
1380,2,1,Removed,2,87,1,4,2, ,10,50,99, ,,,0,0, ,4
1380,2,2,Removed,1,60,15,4,1, ,12,70,99, ,,,0,0, ,1
1381,3,1,Removed,1,61,0,3,2, ,6,25,1, ,12,70,0,0, ,4
1381,3,2,Removed,2,35,3,1,2, ,12,50,99, ,,,0,0, ,2
1381,3,3,Removed,1,25,9,1,1, ,12,70,2, ,5,30,0,0, ,1
1382,5,1,Removed,2,51,1,1,2, ,9,40,7, ,12,28,1,0, ,3
1382,5,2,Removed,1,48,2,1,1, ,12,30,2, ,4,20,0,0, ,2
1382,5,3,Removed,2,22,3,2,10, ,,,2, ,5,28,1,12, ,2
1382,5,4,Removed,2,18,3,2,10, ,,,2, ,5,20,1,7, ,2
1382,5,5,Removed,2,16,3,2,10, ,,,2, ,5,20,1,6, ,2
1383,5,1,Removed,2,61,1,2,2, ,12,56,4, ,2,24,1,97, ,3
1383,5,2,Removed,1,55,2,1,1, ,12,56,99, ,,,0,0, ,3
1383,5,3,Removed,1,22,3,2,1, ,12,35,2, ,3,24,1,10, ,2
1383,5,4,Removed,2,20,3,2,10, ,,,99, ,,,1,11, ,1
1383,5,5,Removed,2,18,3,2,10, ,,,99, ,,,1,7, ,1
1385,4,1,Removed,2,67,1,1,13, ,,,99, ,,,1,97, ,2
1385,4,2,Removed,1,55,2,1,1, ,12,24,2, ,6,24,0,0, ,2
1385,4,3,Removed,2,32,3,1,2, ,10,48,7, ,12,12,1,98, ,3
1385,4,4,Removed,1,27,13,1,1, ,12,24,99, ,,,1,5, ,2
1386,3,1,Removed,2,65,1,1,2, ,10,48,99, ,,,1,4, ,3
1386,3,2,Removed,1,60,2,1,1, ,12,24,2, ,5,24,1,8, ,2
1386,3,3,Removed,1,21,3,2,10, ,,,99, ,,,1,12, ,1
1387,2,1,Removed,2,49,1,3,2, ,10,40,99, ,,,1,7, ,4
1387,2,2,Removed,1,77,5,4,12, ,,,99, ,,,0,0, ,1
1388,2,1,Removed,2,68,1,1,2, ,12,24,99, ,,,1,97, ,3
1388,2,2,Removed,1,59,2,1,1, ,12,42,99, ,,,0,97, ,2
1390,4,1,Removed,2,65,1,1,2, ,9,48,99, ,,,0,0, ,3
1390,4,2,Removed,1,60,2,1,1, ,12,24,2, ,3,24,0,0, ,2
1390,4,3,Removed,2,20,3,2,2, ,10,48,99, ,,,1,5, ,2
1390,4,4,Removed,1,18,3,2,10, ,,,99, ,,,1,12, ,1
1391,6,1,Removed,1,60,0,4,1, ,12,56,13, ,,,0,0, ,4
1391,6,2,Removed,1,26,3,2,6, ,5,35,99, ,,,1,8, ,1
1391,6,3,Removed,2,23,3,2,2, ,8,35,6, ,6,35,1,7, ,2
1391,6,4,Removed,2,20,3,2,2, ,8,35,6, ,6,34,1,7, ,2
1391,6,5,Removed,1,18,3,2,10, ,,,99, ,,,1,10, ,1
1391,6,6,Removed,1,16,3,2,10, ,,,99, ,,,1,11, ,1
1393,5,1,Removed,2,58,1,3,2, ,10,45,99, ,,,1,2, ,3
1393,5,2,Removed,1,18,3,2,10, ,,,1, ,12,35,1,9, ,1
1393,5,3,Removed,2,22,3,2,2, ,10,45,99, ,,,1,8, ,2
1393,5,4,Removed,2,29,3,2,2, ,10,45,99, ,,,1,7, ,2
1393,5,5,Removed,1,70,5,3,13, ,,,99, ,,,0,0, ,1
1394,3,1,Removed,2,56,1,1,2, ,10,60,99, ,,,0,0, ,3
1394,3,2,Removed,1,22,2,1,1, ,12,54,99, ,,,0,0, ,2
1394,3,3,Removed,1,16,3,1,10, ,,,99, ,,,0,8, ,1
1396,4,1,Removed,2,38,1,1,2, ,10,66,99, ,,,0,0, ,3
1396,4,2,Removed,1,26,2,1,1, ,12,60,99, ,,,0,0, ,2
1396,4,3,Removed,1,16,3,2,10, ,,,99, ,,,1,6, ,2
1396,4,4,Removed,1,15,3,2,10, ,,,99, ,,,0,5, ,1
1397,2,1,Removed,2,33,1,1,2, ,12,50,99, ,,,1,3, ,3
1397,2,2,Removed,1,25,2,1,1, ,12,70,2, ,6,30,0,0, ,2
1398,4,1,Removed,2,66,1,1,2, ,10,48,99, ,,,0,0, ,3
1398,4,2,Removed,1,53,2,1,1, ,12,36,2, ,4,24,0,0, ,2
1398,4,3,Removed,2,30,3,2,10, ,,,2, ,8,36,1,9, ,2
1398,4,4,Removed,1,20,3,2,10, ,,,2, ,6,24,1,8, ,1
1399,2,1,Removed,2,44,1,1,2, ,9,48,99, ,,,0,0, ,3
1399,2,2,Removed,1,32,2,1,1, ,12,38,2, ,5,24,1,4, ,3
1400,3,1,Removed,2,38,1,1,2, ,8,48,99, ,,,0,0, ,3
1400,3,2,Removed,1,34,2,1,1, ,12,38,2, ,4,32,0,0, ,2
1400,3,3,Removed,2,17,3,2,10, ,,,2, ,6,38,1,10, ,3
1502,2,1,Removed,2,38,1,1,2, ,12,84,99, ,,,0,0, ,3
1502,2,2,Removed,1,30,2,1,1, ,12,84,99, ,,,0,0, ,2
1504,2,1,Removed,1,45,0,4,2, ,10,25,1, ,12,75,0,0, ,4
1504,2,2,Removed,2,22,3,2,10, ,,,99, ,,,1,13, ,1
1505,4,1,Removed,2,58,1,1,2, ,7,48,99, ,,,0,0, ,3
1505,4,2,Removed,1,49,2,1,1, ,12,38,2, ,4,32,0,0, ,2
1505,4,3,Removed,2,20,3,2,2, ,8,48,99, ,,,0,0, ,3
1505,4,4,Removed,2,17,3,2,10, ,,,2, ,6,40,1,9, ,3
1506,3,1,Removed,2,54,1,1,2, ,8,48,99, ,,,0,0, ,3
1506,3,2,Removed,1,41,2,1,1, ,12,32,2, ,4,32,0,0, ,2
1506,3,3,Removed,1,18,3,2,1, ,12,32,2, ,4,32,1,8, ,2
1507,2,1,Removed,2,48,1,1,2, ,12,70,99, ,,,1,3, ,4
1507,2,2,Removed,1,40,2,1,1, ,12,70,2, ,2,24,0,0, ,2
1508,4,1,Removed,2,48,1,1,2, ,10,50,99, ,,,1,4, ,3
1508,4,2,Removed,1,40,2,1,1, ,12,60,4, ,5,30,0,0, ,2
1508,4,3,Removed,2,20,3,2,10, ,,,99, ,,,1,9, ,1
1508,4,4,Removed,2,15,3,2,10, ,,,2, ,5,25,1,8, ,1
1509,3,1,Removed,2,67,1,1,2, ,10,55,99, ,,,0,0, ,3
1509,3,2,Removed,1,50,2,1,1, ,12,60,99, ,,,0,0, ,2
1509,3,3,Removed,2,18,3,2,10, ,,,2, ,10,25,1,11, ,2
1559,3,1,Removed,2,42,1,1,4, ,12,48,2, ,7,32,1,97, ,3
1559,3,2,Removed,1,33,2,1,1, ,12,40,2, ,6,32,0,0, ,2
1559,3,3,Removed,1,18,3,2,10, ,,,99, ,,,1,12, ,1
1561,4,1,Removed,2,46,1,1,2, ,7,56,99, ,,,0,0, ,3
1561,4,2,Removed,1,39,2,1,1, ,12,40,2, ,4,32,0,0, ,2
1561,4,3,Removed,1,20,3,2,10, ,,,2, ,3,32,1,10, ,2
1561,4,4,Removed,2,16,3,2,10, ,,,2, ,5,32,1,9, ,2
1562,5,1,Removed,2,56,1,1,2, ,10,55,99, ,,,0,0, ,3
1562,5,2,Removed,1,55,2,1,1, ,12,79,2, ,4,35,0,0, ,2
1562,5,3,Removed,2,20,3,2,10, ,,,2, ,2,55,1,10, ,1
1562,5,4,Removed,1,17,3,2,1, ,12,40,2, ,4,30,1,3, ,1
1562,5,5,Removed,2,15,3,2,10, ,,,2, ,10,25,1,6, ,1
1563,2,1,Removed,2,72,1,1,2, ,10,25,99, ,,,1,6, ,3
1563,2,2,Removed,1,65,2,1,1, ,12,25,99, ,,,0,0, ,1
1895,6,1,Removed,2,47,1,1,2, ,11,55,99, ,,,1,5, ,3
1895,6,2,Removed,1,35,2,1,1, ,12,40,2, ,3,25,0,0, ,1
1895,6,3,Removed,2,22,3,2,11, ,,,2, ,11,55,1,13, ,2
1895,6,4,Removed,2,20,3,2,11, ,,,99, ,,,1,13, ,1
1895,6,5,Removed,1,18,3,2,10, ,,,1, ,12,20,1,11, ,1
1895,6,6,Removed,1,15,3,2,10, ,,,1, ,12,20,1,7, ,1
1897,5,1,Removed,2,51,1,1,2, ,10,48,99, ,,,0,0, ,3
1897,5,2,Removed,1,45,2,1,1, ,12,36,2, ,6,24,0,0, ,2
1897,5,3,Removed,2,25,3,2,10, ,,,2, ,8,24,1,10, ,2
1897,5,4,Removed,2,21,3,2,10, ,,,2, ,8,24,1,10, ,2
1897,5,5,Removed,1,17,3,2,10, ,,,2, ,6,24,1,3, ,1
1899,4,1,Removed,2,71,1,1,2, ,12,50,99, ,,,0,0, ,3
1899,4,2,Removed,1,45,2,1,1, ,12,70,2, ,6,30,0,0, ,2
1899,4,3,Removed,2,18,3,2,10, ,,,99, ,,,1,13, ,1
1899,4,4,Removed,1,16,3,2,10, ,,,1, ,5,25,1,11, ,1
1923,5,1,Removed,2,42,1,1,2, ,9,35,99, ,,,1,10, ,3
1923,5,2,Removed,1,35,2,1,1, ,12,54,2, ,4,30,0,0, ,2
1923,5,3,Removed,2,23,3,1,2, ,9,35,99, ,,,1,5, ,2
1923,5,4,Removed,1,18,3,2,2, ,4,30,1, ,8,42,1,10, ,1
1923,5,5,Removed,1,19,13,1,1, ,12,42,99, ,,,1,6, ,1
1925,3,1,Removed,2,61,1,1,2, ,10,40,99, ,,,0,0, ,3
1925,3,2,Removed,1,45,2,1,1, ,12,80,2, ,5,25,0,0, ,2
1925,3,3,Removed,2,29,3,3,2, ,12,70,99, ,,,0,0, ,1
1926,4,1,Removed,2,55,1,1,2, ,10,55,99, ,,,1,0, ,3
1926,4,2,Removed,1,27,2,1,1, ,12,70,99, ,,,1,6, ,2
1926,4,3,Removed,2,22,3,2,2, ,10,55,99, ,,,1,7, ,2
1926,4,4,Removed,2,26,3,2,11, ,,,99, ,,,1,14, ,1
1930,3,1,Removed,2,44,1,1,2, ,12,84,99, ,,,1,97, ,3
1930,3,2,Removed,1,33,2,1,1, ,10,70,2, ,5,35,0,0, ,2
1930,3,3,Removed,1,15,3,2,10, ,,,99, ,,,1,8, ,1
1931,5,1,Removed,2,48,1,1,2, ,12,35,99, ,,,0,2, ,3
1931,5,2,Removed,1,43,2,1,1, ,12,49,2, ,4,30,1,4, ,2
1931,5,3,Removed,2,23,3,2,2, ,12,49,99, ,,,1,8, ,2
1931,5,4,Removed,1,17,3,2,1, ,12,35,2, ,4,25,1,8, ,1
1931,5,5,Removed,1,18,9,1,1, ,12,53,99, ,,,1,5, ,1
1932,3,1,Removed,2,36,1,1,2, ,7,56,99, ,,,0,0, ,3
1932,3,2,Removed,1,28,2,1,1, ,12,48,2, ,5,32,0,0, ,2
1932,3,3,Removed,2,18,3,2,2, ,7,48,99, ,,,1,3, ,2
1933,4,1,Removed,2,59,1,1,2, ,8,56,99, ,,,0,0, ,3
1933,4,2,Removed,1,45,2,1,1, ,12,40,2, ,5,32,0,0, ,2
1933,4,3,Removed,1,19,3,2,1, ,12,30,2, ,5,30,1,6, ,2
1933,4,4,Removed,2,16,3,2,2, ,8,40,99, ,,,1,8, ,2
1934,3,1,Removed,2,54,1,1,2, ,12,48,4, ,12,24,1,97, ,3
1934,3,2,Removed,1,48,2,1,1, ,12,48,99, ,,,0,0, ,2
1934,3,3,Removed,1,18,3,2,10, ,,,1, ,12,24,1,8, ,2
1935,2,1,Removed,2,38,1,1,2, ,10,60,99, ,,,1,97, ,3
1935,2,2,Removed,1,29,2,1,1, ,12,36,2, ,6,24,0,0, ,2
1936,3,1,Removed,1,55,0,4,2, ,5,50,1, ,12,28,0,0, ,4
1936,3,2,Removed,1,20,3,2,2, ,10,35,1, ,12,70,0,0, ,1
1936,3,3,Removed,1,18,3,2,10, ,,,1, ,12,28,1,6, ,1
1938,3,1,Removed,2,45,1,1,2, ,8,40,99, ,,,1,98, ,3
1938,3,2,Removed,1,32,2,1,1, ,12,70,99, ,,,0,0, ,2
1938,3,3,Removed,1,18,3,2,10, ,,,1, ,3,25,1,11, ,1
1942,2,1,Removed,1,65,0,4,1, ,12,70,2, ,6,42,0,0, ,4
1942,2,2,Removed,2,28,3,3,2, ,12,84,99, ,,,0,0, ,2
1944,4,1,Removed,2,48,1,1,2, ,8,27,7, ,12,24,1,97, ,3
1944,4,2,Removed,1,40,2,1,1, ,12,63,99, ,,,0,0, ,2
1944,4,3,Removed,1,25,3,2,10, ,,,2, ,2,15,1,9, ,1
1944,4,4,Removed,2,20,3,2,2, ,8,27,99, ,,,1,2, ,2
1945,5,1,Removed,2,56,1,1,2, ,11,60,99, ,,,0,0, ,3
1945,5,2,Removed,1,48,2,1,2, ,8,42,1, ,12,18,0,0, ,2
1945,5,3,Removed,2,30,3,2,2, ,10,48,99, ,,,1,10, ,3
1945,5,4,Removed,1,22,3,2,10, ,,,99, ,,,1,9, ,1
1945,5,5,Removed,1,18,3,2,10, ,,,99, ,,,1,9, ,1
1947,2,1,Removed,2,66,0,1,2, ,7,21,99, ,,,0,0, ,3
1947,2,2,Removed,1,55,2,1,1, ,12,49,2, ,5,14,0,0, ,2
1949,6,1,Removed,2,58,1,1,2, ,8,40,99, ,,,1,6, ,3
1949,6,2,Removed,1,43,2,1,1, ,12,56,99, ,,,1,8, ,2
1949,6,3,Removed,1,25,3,2,8, ,12,44,99, ,,,1,13, ,2
1949,6,4,Removed,2,22,3,2,6, ,8,48,99, ,,,1,8, ,2
1949,6,5,Removed,2,19,3,2,10, ,,,2, ,4,32,1,10, ,2
1949,6,6,Removed,2,15,3,2,10, ,,,3, ,5,30,1,3, ,2
1950,3,1,Removed,2,44,1,1,2, ,12,70,99, ,,,0,0, ,3
1950,3,2,Removed,1,40,2,1,1, ,12,84,2, ,3,21,0,0, ,2
1950,3,3,Removed,1,17,3,2,10, ,,,99, ,,,1,7, ,1
1951,4,1,Removed,2,70,1,1,2, ,8,80,99, ,,,0,0, ,3
1951,4,2,Removed,1,65,2,1,1, ,12,70,2, ,5,40,0,0, ,2
1951,4,3,Removed,2,28,3,3,2, ,10,80,99, ,,,1,7, ,1
1951,4,4,Removed,2,19,4,2,10, ,,,2, ,4,16,1,4, ,1
1952,3,1,Removed,2,70,1,1,2, ,9,60,99, ,,,0,0, ,3
1952,3,2,Removed,1,65,2,1,1, ,12,35,99, ,,,0,0, ,1
1952,3,3,Removed,1,15,4,2,3, ,12,35,10, ,,,1,4, ,1
1953,4,1,Removed,2,46,1,1,2, ,7,48,99, ,,,1,7, ,3
1953,4,2,Removed,1,40,2,1,1, ,12,56,99, ,,,0,0, ,2
1953,4,3,Removed,1,18,3,2,10, ,,,1, ,10,56,1,5, ,1
1953,4,4,Removed,2,15,3,2,10, ,,,2, ,12,48,1,4, ,1
1954,3,1,Removed,2,76,1,1,7, ,12,40,2, ,6,38,0,0, ,2
1954,3,2,Removed,1,65,2,1,1, ,12,40,2, ,4,32,0,0, ,2
1954,3,3,Removed,1,17,3,2,10, ,,,2, ,4,32,1,9, ,2
1955,5,1,Removed,2,44,1,1,2, ,8,48,7, ,12,38,1,98, ,3
1955,5,2,Removed,1,40,2,1,1, ,12,32,2, ,5,32,0,0, ,2
1955,5,3,Removed,1,20,3,2,10, ,,,2, ,5,32,1,11, ,2
1955,5,4,Removed,1,17,3,2,10, ,,,2, ,4,32,1,9, ,2
1955,5,5,Removed,2,15,3,2,10, ,,,2, ,4,32,1,8, ,2
1957,3,1,Removed,2,70,1,1,2, ,9,48,99, ,,,1,97, ,3
1957,3,2,Removed,1,55,2,1,1, ,12,36,99, ,,,0,0, ,1
1957,3,3,Removed,2,31,3,2,2, ,10,48,99, ,,,1,97, ,3
1960,5,1,Removed,2,48,1,1,2, ,10,50,4, ,12,50,1,97, ,3
1960,5,2,Removed,1,42,2,1,1, ,12,60,99, ,,,1,5, ,2
1960,5,3,Removed,2,21,3,2,10, ,,,99, ,,,1,11, ,1
1960,5,4,Removed,2,19,3,2,10, ,,,99, ,,,1,9, ,1
1960,5,5,Removed,2,16,3,2,10, ,,,99, ,,,1,9, ,1
1961,2,1,Removed,2,54,1,1,2, ,12,50,99, ,,,1,3, ,3
1961,2,2,Removed,1,31,2,1,1, ,12,70,2, ,5,25,1,4, ,2
1962,3,1,Removed,2,65,1,1,2, ,10,50,99, ,,,0,0, ,3
1962,3,2,Removed,1,60,2,1,1, ,12,60,99, ,,,0,0, ,2
1962,3,3,Removed,2,17,3,2,10, ,,,99, ,,,1,10, ,2
1963,5,1,Removed,2,62,1,1,2, ,8,48,99, ,,,1,98, ,3
1963,5,2,Removed,1,55,2,1,1, ,12,38,2, ,4,32,1,97, ,2
1963,5,3,Removed,1,20,3,2,10, ,,,99, ,,,1,13, ,1
1963,5,4,Removed,2,18,3,2,10, ,,,2, ,5,38,1,10, ,2
1963,5,5,Removed,2,15,3,2,10, ,,,2, ,6,40,1,6, ,2
1965,3,1,Removed,1,42,0,4,1, ,12,28,3, ,12,21,0,97, ,3
1965,3,2,Removed,1,20,3,2,1, ,12,35,99, ,,,1,8, ,1
1965,3,3,Removed,2,18,3,2,2, ,8,28,99, ,,,1,8, ,2
1966,4,1,Removed,1,28,0,2,2, ,10,30,1, ,12,42,1,10, ,3
1966,4,2,Removed,2,40,6,2,2, ,12,50,99, ,,,0,0, ,2
1966,4,3,Removed,1,22,6,2,10, ,,,1, ,5,25,1,13, ,1
1966,4,4,Removed,1,20,6,2,10, ,,,1, ,6,30,1,13, ,1
1967,2,1,Removed,2,46,1,1,2, ,12,20,99, ,,,0,0, ,4
1967,2,2,Removed,1,38,0,1,1, ,12,38,2, ,4,32,0,0, ,2
1968,3,1,Removed,2,66,1,1,2, ,12,56,99, ,,,0,0, ,3
1968,3,2,Removed,1,58,2,1,1, ,12,70,99, ,,,0,0, ,2
1968,3,3,Removed,2,19,3,2,2, ,12,56,99, ,,,1,8, ,2
1969,2,1,Removed,2,52,1,1,2, ,12,63,99, ,,,0,0, ,3
1969,2,2,Removed,1,32,2,1,1, ,12,10,99, ,,,1,7, ,2
1975,1,1,Removed,1,40,0,3,1, ,12,50,2, ,4,25,0,0, ,3
1976,4,1,Removed,2,46,1,1,2, ,7,48,99, ,,,0,0, ,3
1976,4,2,Removed,1,42,2,1,1, ,12,40,2, ,5,32,0,0, ,2
1976,4,3,Removed,1,18,3,2,10, ,,,2, ,3,32,1,13, ,2
1976,4,4,Removed,2,15,3,2,10, ,,,2, ,5,38,1,7, ,2
1978,2,1,Removed,2,36,1,1,2, ,12,70,99, ,,,1,6, ,3
1978,2,2,Removed,1,27,0,1,1, ,12,70,2, ,3,35,0,0, ,2
1980,2,1,Removed,2,38,1,1,2, ,8,48,99, ,,,0,0, ,3
1980,2,2,Removed,1,32,2,1,1, ,12,32,2, ,5,32,0,0, ,2
1991,4,1,Removed,2,42,1,1,2, ,11,44,99, ,,,0,0, ,4
1991,4,2,Removed,1,33,2,1,1, ,12,42,2, ,8,7,0,0, ,1
1991,4,3,Removed,1,20,3,2,10, ,,,2, ,2,18,1,11, ,1
1991,4,4,Removed,2,15,3,2,3, ,12,77,99, ,,,1,5, ,1
1992,2,1,Removed,2,44,1,1,2, ,11,70,99, ,,,0,0, ,3
1992,2,2,Removed,1,35,2,1,1, ,12,49,99, ,,,0,0, ,2
1993,3,1,Removed,2,40,1,1,2, ,9,35,99, ,,,0,0, ,3
1993,3,2,Removed,1,35,2,1,1, ,12,49,2, ,5,25,0,0, ,2
1993,3,3,Removed,1,16,3,2,10, ,,,1, ,12,28,1,4, ,1
1994,3,1,Removed,2,35,1,1,2, ,10,60,99, ,,,0,0, ,3
1994,3,2,Removed,1,35,2,1,1, ,12,40,2, ,4,30,0,0, ,2
1994,3,3,Removed,1,16,3,2,10, ,,,2, ,5,35,1,7, ,2
1995,2,1,Removed,2,59,1,1,2, ,12,84,99, ,,,1,97, ,3
1995,2,2,Removed,1,40,2,1,1, ,12,10,2, ,6,42,0,0, ,2
1996,5,1,Removed,2,44,1,1,2, ,10,48,9, ,12,24,1,3, ,3
1996,5,2,Removed,1,39,2,1,1, ,12,36,2, ,6,24,0,0, ,2
1996,5,3,Removed,1,21,3,2,11, ,,,2, ,8,24,1,14, ,2
1996,5,4,Removed,1,18,3,2,10, ,,,2, ,6,24,1,12, ,2
1996,5,5,Removed,2,15,3,2,10, ,,,2, ,6,24,1,8, ,1
1997,2,1,Removed,2,73,1,1,2, ,10,50,99, ,,,0,0, ,4
1997,2,2,Removed,1,45,2,1,1, ,1,70,99, ,,,0,0, ,1
1999,2,1,Removed,2,64,1,1,2, ,10,50,99, ,,,0,0, ,3
1999,2,2,Removed,1,58,2,1,1, ,12,70,99, ,,,0,0, ,2
2000,3,1,Removed,2,56,1,1,2, ,7,48,4, ,6,32,1,4, ,3
2000,3,2,Removed,1,47,2,1,1, ,12,40,2, ,6,32,0,0, ,2
2000,3,3,Removed,2,16,3,2,10, ,,,2, ,6,32,1,7, ,2
2020,6,1,Removed,2,66,1,1,2, ,11,60,99, ,,,1,97, ,3
2020,6,2,Removed,1,60,2,1,1, ,12,70,99, ,,,1,97, ,2
2020,6,3,Removed,1,20,3,2,10, ,,,99, ,,,1,10, ,1
2020,6,4,Removed,1,17,3,2,10, ,,,99, ,,,1,11, ,1
2020,6,5,Removed,2,25,3,2,10, ,,,99, ,,,1,11, ,1
2020,6,6,Removed,1,15,3,2,10, ,,,99, ,,,1,8, ,1
2021,4,1,Removed,2,42,1,1,2, ,11,32,99, ,,,0,0, ,3
2021,4,2,Removed,1,34,2,1,1, ,12,42,2, ,3,14,0,0, ,2
2021,4,3,Removed,2,22,3,2,10, ,,,2, ,3,14,1,10, ,1
2021,4,4,Removed,2,18,3,2,10, ,,,2, ,3,14,1,8, ,1
2023,4,1,Removed,2,41,1,1,2, ,8,48,99, ,,,0,0, ,3
2023,4,2,Removed,1,38,2,1,1, ,12,40,2, ,4,30,0,0, ,2
2023,4,3,Removed,1,20,3,2,10, ,,,99, ,,,1,13, ,2
2023,4,4,Removed,1,18,3,2,10, ,,,2, ,5,32,1,8, ,2
2025,3,1,Removed,2,44,1,1,2, ,8,48,99, ,,,0,0, ,3
2025,3,2,Removed,1,38,2,1,1, ,12,40,2, ,4,32,0,0, ,2
2025,3,3,Removed,2,18,3,2,10, ,,,2, ,6,32,1,7, ,2
2026,3,1,Removed,2,48,1,1,2, ,10,48,99, ,,,1,97, ,3
2026,3,2,Removed,1,40,2,1,1, ,12,36,2, ,6,24,0,0, ,2
2026,3,3,Removed,2,17,3,2,10, ,,,99, ,,,1,9, ,1
2027,4,1,Removed,2,52,1,1,2, ,11,35,4, ,12,20,1,6, ,3
2027,4,2,Removed,1,47,2,1,1, ,12,35,99, ,,,0,0, ,2
2027,4,3,Removed,2,18,3,2,10, ,,,99, ,,,1,11, ,1
2027,4,4,Removed,1,17,3,2,10, ,,,99, ,,,1,9, ,1
2031,4,1,Removed,2,46,1,1,2, ,10,48,99, ,,,0,0, ,3
2031,4,2,Removed,1,40,2,1,1, ,12,24,2, ,6,24,1,8, ,2
2031,4,3,Removed,1,23,6,2,2, ,10,60,99, ,,,1,2, ,2
2031,4,4,Removed,1,16,3,2,10, ,,,1, ,12,24,1,5, ,1
2032,3,1,Removed,2,50,1,1,2, ,10,60,99, ,,,1,97, ,3
2032,3,2,Removed,1,42,2,1,1, ,12,36,2, ,7,24,1,3, ,2
2032,3,3,Removed,2,17,3,2,10, ,,,2, ,6,24,1,8, ,2
2033,4,1,Removed,2,42,1,1,2, ,12,50,99, ,,,1,6, ,3
2033,4,2,Removed,1,38,2,1,1, ,12,70,99, ,,,0,0, ,2
2033,4,3,Removed,2,20,3,1,2, ,10,50,99, ,,,1,6, ,1
2033,4,4,Removed,2,16,3,2,10, ,,,2, ,5,30,1,4, ,1
2085,8,1,Removed,2,56,1,1,2, ,10,70,99, ,,,1,6, ,3
2085,8,2,Removed,1,40,2,1,1, ,12,80,99, ,,,1,3, ,2
2085,8,3,Removed,2,26,3,3,2, ,12,56,99, ,,,1,1, ,1
2085,8,4,Removed,2,24,3,2,7, ,12,12,2, ,12,40,1,98, ,1
2085,8,5,Removed,2,22,3,3,2, ,10,50,99, ,,,0,3, ,1
2085,8,6,Removed,2,20,3,2,7, ,12,20,2, ,12,56,1,98, ,1
2085,8,7,Removed,2,18,3,2,10, ,,,99, ,,,1,3, ,1
2085,8,8,Removed,2,16,3,2,10, ,,,1, ,12,14,1,2, ,1
2086,4,1,Removed,2,54,1,1,2, ,10,48,99, ,,,1,5, ,3
2086,4,2,Removed,1,38,2,1,2, ,6,36,1, ,12,24,1,97, ,2
2086,4,3,Removed,2,19,3,2,2, ,10,60,99, ,,,1,12, ,2
2086,4,4,Removed,2,18,3,2,2, ,10,48,99, ,,,1,7, ,2
2088,2,1,Removed,2,38,1,1,2, ,9,60,7, ,12,24,1,10, ,3
2088,2,2,Removed,1,30,2,1,1, ,12,48,2, ,6,24,0,0, ,2
2089,5,1,Removed,2,45,1,1,2, ,8,40,99, ,,,0,0, ,3
2089,5,2,Removed,1,44,2,1,1, ,6,30,1, ,12,40,1,8, ,2
2089,5,3,Removed,2,22,3,2,2, ,8,40,99, ,,,1,8, ,2
2089,5,4,Removed,1,18,3,2,1, ,12,48,4, ,8,30,1,10, ,2
2089,5,5,Removed,2,16,3,2,2, ,8,48,99, ,,,1,4, ,2
2093,4,1,Removed,2,62,1,1,2, ,9,48,99, ,,,0,0, ,3
2093,4,2,Removed,1,45,2,1,1, ,12,72,99, ,,,0,0, ,2
2093,4,3,Removed,1,20,3,3,1, ,12,40,2, ,7,24,1,9, ,2
2093,4,4,Removed,1,18,3,2,1, ,12,40,2, ,5,24,1,4, ,2
2094,2,1,Removed,1,45,0,4,1, ,12,42,2, ,9,21,1,7, ,4
2094,2,2,Removed,2,18,3,2,2, ,10,27,4, ,3,40,1,4, ,1
